number,Species,origin,latitude,longitude,site,herbivory,Growth,hemisphere,Study,enemy
2385,Aristotelia chilensis,Native,-35.98,-72.71,447,9.511,Woody,south,cDP,insects
2386,Aristotelia chilensis,Native,-35.98,-72.71,447,8.513,Woody,south,cDP,insects
2344,Eucalyptus globulus,Native,-34.23,116.18,432,27.1,Woody,south,cDR,insects
2351,Eucalyptus globulus,Native,-34.55,117.03,434,20.9,Woody,south,cDR,insects
2352,Eucalyptus globulus,Native,-34.73,117.33,435,32.8,Woody,south,cDR,insects
2354,Eucalyptus globulus,Native,-34.88,118.08,437,18.1,Woody,south,cDR,insects
27,Arabidopsis lyrata,Native,63.22,18.97,5,4.689,Nonwoody,north,cDS,insects
28,Arabidopsis lyrata,Native,63.22,18.97,5,2.819,Nonwoody,north,cDS,insects
29,Arabidopsis lyrata,Native,63.22,18.97,5,2.018,Nonwoody,north,cDS,insects
30,Arabidopsis lyrata,Native,63.2,18.95,6,7.224,Nonwoody,north,cDS,insects
31,Arabidopsis lyrata,Native,63.2,18.95,6,2.318,Nonwoody,north,cDS,insects
32,Arabidopsis lyrata,Native,63.2,18.95,6,8.825,Nonwoody,north,cDS,insects
33,Arabidopsis lyrata,Native,63.2,18.95,6,2.988,Nonwoody,north,cDS,insects
34,Arabidopsis lyrata,Native,63.2,18.95,6,4.254,Nonwoody,north,cDS,insects
35,Arabidopsis lyrata,Native,63.2,18.95,6,0.838,Nonwoody,north,cDS,insects
36,Arabidopsis lyrata,Native,63.2,18.88,7,13.53,Nonwoody,north,cDS,insects
37,Arabidopsis lyrata,Native,63.2,18.88,7,4.421,Nonwoody,north,cDS,insects
38,Arabidopsis lyrata,Native,63.2,18.88,7,9.424,Nonwoody,north,cDS,insects
39,Arabidopsis lyrata,Native,63.2,18.88,7,4.682,Nonwoody,north,cDS,insects
40,Arabidopsis lyrata,Native,63.2,18.88,7,1.224,Nonwoody,north,cDS,insects
41,Arabidopsis lyrata,Native,63.2,18.88,7,1.106,Nonwoody,north,cDS,insects
42,Arabidopsis lyrata,Native,63.18,19,8,3.57,Nonwoody,north,cDS,insects
43,Arabidopsis lyrata,Native,63.18,19,8,3.716,Nonwoody,north,cDS,insects
44,Arabidopsis lyrata,Native,63.18,19,8,3.657,Nonwoody,north,cDS,insects
45,Arabidopsis lyrata,Native,63.18,18.8,9,9.964,Nonwoody,north,cDS,insects
46,Arabidopsis lyrata,Native,63.18,18.8,9,6.901,Nonwoody,north,cDS,insects
47,Arabidopsis lyrata,Native,63.18,18.8,9,10.359,Nonwoody,north,cDS,insects
48,Arabidopsis lyrata,Native,63.18,18.8,9,4.469,Nonwoody,north,cDS,insects
49,Arabidopsis lyrata,Native,63.18,18.8,9,1.866,Nonwoody,north,cDS,insects
50,Arabidopsis lyrata,Native,63.18,18.8,9,2.217,Nonwoody,north,cDS,insects
51,Arabidopsis lyrata,Native,63.18,18.77,10,3.674,Nonwoody,north,cDS,insects
52,Arabidopsis lyrata,Native,63.18,18.77,10,2.156,Nonwoody,north,cDS,insects
53,Arabidopsis lyrata,Native,63.18,18.77,10,7.413,Nonwoody,north,cDS,insects
54,Arabidopsis lyrata,Native,63.18,18.77,10,2.736,Nonwoody,north,cDS,insects
55,Arabidopsis lyrata,Native,63.18,18.77,10,5.778,Nonwoody,north,cDS,insects
56,Arabidopsis lyrata,Native,63.18,18.77,10,1.255,Nonwoody,north,cDS,insects
57,Arabidopsis lyrata,Native,62.98,18.52,11,1.9,Nonwoody,north,cDS,insects
58,Arabidopsis lyrata,Native,62.98,18.52,11,3.764,Nonwoody,north,cDS,insects
59,Arabidopsis lyrata,Native,62.98,18.52,11,2.383,Nonwoody,north,cDS,insects
60,Arabidopsis lyrata,Native,62.97,18.53,12,2.696,Nonwoody,north,cDS,insects
61,Arabidopsis lyrata,Native,62.97,18.53,12,2.574,Nonwoody,north,cDS,insects
62,Arabidopsis lyrata,Native,62.97,18.53,12,4.425,Nonwoody,north,cDS,insects
63,Arabidopsis lyrata,Native,62.9,18.38,13,3.364,Nonwoody,north,cDS,insects
64,Arabidopsis lyrata,Native,62.9,18.38,13,3.207,Nonwoody,north,cDS,insects
65,Arabidopsis lyrata,Native,62.9,18.38,13,4.896,Nonwoody,north,cDS,insects
66,Arabidopsis lyrata,Native,62.87,18.42,14,3.884,Nonwoody,north,cDS,insects
67,Arabidopsis lyrata,Native,62.87,18.42,14,7.278,Nonwoody,north,cDS,insects
68,Arabidopsis lyrata,Native,62.87,18.42,14,7.458,Nonwoody,north,cDS,insects
69,Arabidopsis lyrata,Native,62.83,18.37,15,1.306,Nonwoody,north,cDS,insects
70,Arabidopsis lyrata,Native,62.83,18.37,15,5.235,Nonwoody,north,cDS,insects
71,Arabidopsis lyrata,Native,62.83,18.37,15,5.583,Nonwoody,north,cDS,insects
72,Arabidopsis lyrata,Native,62.82,18.3,16,2.602,Nonwoody,north,cDS,insects
73,Arabidopsis lyrata,Native,62.82,18.3,16,4.682,Nonwoody,north,cDS,insects
74,Arabidopsis lyrata,Native,62.82,18.3,16,9.185,Nonwoody,north,cDS,insects
77,Arabidopsis lyrata,Native,62.73,18.15,18,5.172,Nonwoody,north,cDS,insects
78,Arabidopsis lyrata,Native,62.73,18.15,18,3.668,Nonwoody,north,cDS,insects
79,Arabidopsis lyrata,Native,62.73,18.15,18,9.103,Nonwoody,north,cDS,insects
80,Arabidopsis lyrata,Native,62.7,18.13,19,1.824,Nonwoody,north,cDS,insects
81,Arabidopsis lyrata,Native,62.7,18.13,19,3.163,Nonwoody,north,cDS,insects
82,Arabidopsis lyrata,Native,62.7,18.13,19,4.599,Nonwoody,north,cDS,insects
83,Arabidopsis lyrata,Native,62.65,9.65,20,0.666,Nonwoody,north,cDS,insects
84,Arabidopsis lyrata,Native,62.65,9.65,20,0.97,Nonwoody,north,cDS,insects
87,Arabidopsis lyrata,Native,62.6,18.05,22,2.917,Nonwoody,north,cDS,insects
88,Arabidopsis lyrata,Native,62.6,18.05,22,3.434,Nonwoody,north,cDS,insects
89,Arabidopsis lyrata,Native,62.6,18.05,22,10.64,Nonwoody,north,cDS,insects
90,Arabidopsis lyrata,Native,62.58,18.03,23,2.291,Nonwoody,north,cDS,insects
91,Arabidopsis lyrata,Native,62.58,18.03,23,3.207,Nonwoody,north,cDS,insects
92,Arabidopsis lyrata,Native,62.58,18.03,23,4.087,Nonwoody,north,cDS,insects
93,Arabidopsis lyrata,Native,62.58,18.02,24,3.013,Nonwoody,north,cDS,insects
94,Arabidopsis lyrata,Native,62.58,18.02,24,3.91,Nonwoody,north,cDS,insects
95,Arabidopsis lyrata,Native,62.58,18.02,24,6.874,Nonwoody,north,cDS,insects
96,Arabidopsis lyrata,Native,62.55,17.93,25,2.513,Nonwoody,north,cDS,insects
97,Arabidopsis lyrata,Native,62.55,17.93,25,2.988,Nonwoody,north,cDS,insects
98,Arabidopsis lyrata,Native,62.55,17.93,25,0.967,Nonwoody,north,cDS,insects
99,Arabidopsis lyrata,Native,62.5,9.08,26,0.671,Nonwoody,north,cDS,insects
100,Arabidopsis lyrata,Native,62.5,9.08,26,1.87,Nonwoody,north,cDS,insects
103,Arabidopsis lyrata,Native,62.05,5.57,28,2.339,Nonwoody,north,cDS,insects
104,Arabidopsis lyrata,Native,62.05,5.57,28,1.114,Nonwoody,north,cDS,insects
105,Arabidopsis lyrata,Native,62.05,5.57,28,2.023,Nonwoody,north,cDS,insects
106,Arabidopsis lyrata,Native,62.05,5.57,28,2.988,Nonwoody,north,cDS,insects
109,Arabidopsis lyrata,Native,61.7,8.38,30,0.79,Nonwoody,north,cDS,insects
110,Arabidopsis lyrata,Native,61.7,8.38,30,0.97,Nonwoody,north,cDS,insects
111,Arabidopsis lyrata,Native,61.7,6.85,31,3.879,Nonwoody,north,cDS,insects
112,Arabidopsis lyrata,Native,61.7,6.85,31,0.348,Nonwoody,north,cDS,insects
113,Arabidopsis lyrata,Native,61.7,6.85,31,3.18,Nonwoody,north,cDS,insects
114,Arabidopsis lyrata,Native,61.7,6.85,31,9.912,Nonwoody,north,cDS,insects
115,Arabidopsis lyrata,Native,61.68,8.58,32,3.861,Nonwoody,north,cDS,insects
116,Arabidopsis lyrata,Native,61.68,8.58,32,1.502,Nonwoody,north,cDS,insects
117,Arabidopsis lyrata,Native,61.68,8.42,33,0.591,Nonwoody,north,cDS,insects
118,Arabidopsis lyrata,Native,61.68,8.42,33,0.621,Nonwoody,north,cDS,insects
124,Arabidopsis lyrata,Native,61.3,7.85,36,18.552,Nonwoody,north,cDS,insects
125,Arabidopsis lyrata,Native,61.3,7.85,36,1.174,Nonwoody,north,cDS,insects
126,Arabidopsis lyrata,Native,61.3,7.85,36,5.53,Nonwoody,north,cDS,insects
127,Arabidopsis lyrata,Native,61.3,7.85,36,1.992,Nonwoody,north,cDS,insects
128,Arabidopsis lyrata,Native,61.1,7.5,37,2.308,Nonwoody,north,cDS,insects
129,Arabidopsis lyrata,Native,61.1,7.5,37,0.121,Nonwoody,north,cDS,insects
130,Arabidopsis lyrata,Native,61.1,7.5,37,4.834,Nonwoody,north,cDS,insects
131,Arabidopsis lyrata,Native,61.1,7.5,37,0.747,Nonwoody,north,cDS,insects
151,Arabidopsis lyrata,Native,60.4,7.17,40,1.57,Nonwoody,north,cDS,insects
152,Arabidopsis lyrata,Native,60.4,7.17,40,5.428,Nonwoody,north,cDS,insects
153,Arabidopsis lyrata,Native,60.4,7.17,40,0.431,Nonwoody,north,cDS,insects
159,Arabidopsis lyrata,Native,59.65,6.97,44,1.191,Nonwoody,north,cDS,insects
160,Arabidopsis lyrata,Native,59.65,6.97,44,1.992,Nonwoody,north,cDS,insects
161,Arabidopsis lyrata,Native,59.47,6.82,45,0.061,Nonwoody,north,cDS,insects
162,Arabidopsis lyrata,Native,59.47,6.82,45,0.13,Nonwoody,north,cDS,insects
1073,Fagus crenata,Native,35.3,135.72,285,1.93,Woody,north,cDV,insects
1927,Polyscias fulva,Native,0.45,30.42,366,5,Woody,north,cDY,insects
1928,Diospyros abyssinica,Native,0.45,30.42,366,3,Woody,north,cDY,insects
1929,Chrysophyllum spp.,Native,0.45,30.42,366,8,Woody,north,cDY,insects
1930,Mimusops bagshawei,Native,0.45,30.42,366,5,Woody,north,cDY,insects
1931,Erythrina abyssinica,Native,0.45,30.42,366,2,Woody,north,cDY,insects
1932,Funtumia latifolia,Native,0.45,30.42,366,9,Woody,north,cDY,insects
1933,Strychnos mitis,Native,0.45,30.42,366,2,Woody,north,cDY,insects
1934,Markhamia platycalyx,Native,0.45,30.42,366,9,Woody,north,cDY,insects
1935,Spathodea campanulata,Native,0.45,30.42,366,3,Woody,north,cDY,insects
1936,Premna angolensis,Native,0.45,30.42,366,8,Woody,north,cDY,insects
1937,Olea welwitschii,Native,0.45,30.42,366,7,Woody,north,cDY,insects
1938,Uvariopsis congensis,Native,0.45,30.42,366,3,Woody,north,cDY,insects
1939,Parinari excelsa,Native,0.45,30.42,366,3,Woody,north,cDY,insects
1940,Neoboutonia macrocalyx,Native,0.45,30.42,366,6,Woody,north,cDY,insects
1941,Celtis africana,Native,0.45,30.42,366,4,Woody,north,cDY,insects
1942,Celtis durandii,Native,0.45,30.42,366,2,Woody,north,cDY,insects
1943,Trilepisium phoberos,Native,0.45,30.42,366,3,Woody,north,cDY,insects
1944,Prunus africana,Native,0.45,30.42,366,8,Woody,north,cDY,insects
1945,Chaetachme aristata,Native,0.45,30.42,366,4,Woody,north,cDY,insects
1946,Strombosia scheffleri,Native,0.45,30.42,366,22,Woody,north,cDY,insects
2159,Chamaecrista debilis,Native,-21.62,-47.8,383,77.636,Woody,south,cEA,insects
165,Tilia cordata,Native,56.85,53.22,47,22.7,Woody,north,cEB,insects
166,Tilia cordata,Native,56.85,53.22,47,15.3,Woody,north,cEB,insects
167,Tilia cordata,Native,56.85,53.22,47,50.2,Woody,north,cEB,insects
168,Tilia cordata,Native,56.85,53.22,47,52.6,Woody,north,cEB,insects
2141,Qualea parviflora,Native,-18.35,-45.32,380,8.3,Woody,south,cEC,insects
2142,Qualea parviflora,Native,-18.35,-45.32,380,9.53,Woody,south,cEC,insects
2143,Qualea parviflora,Native,-18.35,-45.32,380,6.52,Woody,south,cEC,insects
1187,Platanus occidentalis,Native,29.76,-95.37,316,3.196,Woody,north,cED,multiple
1188,Acer saccharinum,Native,29.76,-95.37,316,1.493,Woody,north,cED,multiple
1189,Liquidambar styraciflua,Native,29.76,-95.37,316,3.028,Woody,north,cED,multiple
1361,Pleopeltis crassinervata,Native,19.5,-96.95,330,8.4,Nonwoody,north,cEF,insects
1362,Pleopeltis crassinervata,Native,19.5,-96.95,330,17.9,Nonwoody,north,cEF,insects
1363,Polypodium furfuraceum,Native,19.5,-96.95,330,8.4,Nonwoody,north,cEF,insects
1364,Polypodium furfuraceum,Native,19.5,-96.95,330,10.75,Nonwoody,north,cEF,insects
1365,Polypodium plebeium,Native,19.5,-96.95,330,21.2,Nonwoody,north,cEF,insects
1366,Polypodium plebeium,Native,19.5,-96.95,330,22,Nonwoody,north,cEF,insects
1367,Polypodium polypodioides,Native,19.5,-96.95,330,9.125,Nonwoody,north,cEF,insects
1368,Polypodium polypodioides,Native,19.5,-96.95,330,16,Nonwoody,north,cEF,insects
1369,Polypodium rhodopleuron,Native,19.5,-96.95,330,9.3,Nonwoody,north,cEF,insects
1370,Polypodium rhodopleuron,Native,19.5,-96.95,330,9.7,Nonwoody,north,cEF,insects
1634,Dalbergia retusa,Native,9.36,-79.9,347,1.72,Woody,north,cEG,insects
1635,Dalbergia retusa,Native,9.36,-79.9,347,2,Woody,north,cEG,insects
1636,Tabebuia rosea,Native,9.36,-79.9,347,2.98,Woody,north,cEG,insects
1637,Tabebuia rosea,Native,9.36,-79.9,347,5.55,Woody,north,cEG,insects
1638,Pachira quinata,Native,9.36,-79.9,347,2.45,Woody,north,cEG,insects
1639,Pachira quinata,Native,9.36,-79.9,347,0.53,Woody,north,cEG,insects
1640,Terminalia amazonia,Native,9.36,-79.9,347,2.38,Woody,north,cEG,insects
1641,Terminalia amazonia,Native,9.36,-79.9,347,1.32,Woody,north,cEG,insects
1642,Anacardium excelsum,Native,9.36,-79.9,347,3.53,Woody,north,cEG,insects
1643,Anacardium excelsum,Native,9.36,-79.9,347,0.55,Woody,north,cEG,insects
298,Taxus brevifolia,Native,47.75,-120.74,84,0.8,Woody,north,cEH,insects
299,Thuja plicata,Native,47.75,-120.74,84,0.1,Woody,north,cEH,insects
300,Abies grandis,Native,47.75,-120.74,84,0.1,Woody,north,cEH,insects
301,Pseudotsuga menziesii,Native,47.75,-120.74,84,0.4,Woody,north,cEH,insects
302,Tsuga heterophylla,Native,47.75,-120.74,84,0.3,Woody,north,cEH,insects
309,Betonica officinalis,Native,47.46,7.57,87,1.356,Nonwoody,north,cEI,multiple
311,Betonica officinalis,Native,47.42,7.33,89,2.293,Nonwoody,north,cEI,multiple
314,Betonica officinalis,Native,47.37,7.43,91,3.5,Nonwoody,north,cEI,multiple
1040,Quercus rubra,Native,35.76,-79.02,274,6.58,Woody,north,cEJ,insects
1041,Quercus rubra,Native,35.76,-79.02,274,4.48,Woody,north,cEJ,insects
1042,Acer rubrum,Native,35.76,-79.02,274,9.6,Woody,north,cEJ,insects
1043,Acer rubrum,Native,35.76,-79.02,274,3.39,Woody,north,cEJ,insects
1044,Acer rubrum,Native,35.76,-79.02,274,2.33,Woody,north,cEJ,insects
2253,Eucalyptus marginata,Native,-32.33,116.24,408,7.69,Woody,south,mAA,insects
2254,Eucalyptus marginata,Native,-32.33,116.24,408,8.42,Woody,south,mAA,insects
2255,Eucalyptus marginata,Native,-32.33,116.24,408,10.91,Woody,south,mAA,insects
2256,Eucalyptus marginata,Native,-32.33,116.24,408,12.18,Woody,south,mAA,insects
2257,Eucalyptus marginata,Native,-32.33,116.24,408,13.59,Woody,south,mAA,insects
2258,Eucalyptus marginata,Native,-32.33,116.24,408,21.46,Woody,south,mAA,insects
2272,Eucalyptus decipiens,Native,-33.37,116.32,420,0.25,Woody,south,mAA,insects
2273,Eucalyptus diversicolor,Native,-33.37,116.32,420,0.95,Woody,south,mAA,insects
2274,Eucalyptus marginata,Native,-33.37,116.32,420,12.87,Woody,south,mAA,insects
2275,Eucalyptus marginata,Native,-33.37,116.32,420,20.54,Woody,south,mAA,insects
2276,Eucalyptus marginata,Native,-33.37,116.32,420,39.33,Woody,south,mAA,insects
2277,Eucalyptus marginata,Native,-33.37,116.32,420,19.42,Woody,south,mAA,insects
2278,Eucalyptus marginata,Native,-33.37,116.32,420,11.41,Woody,south,mAA,insects
2279,Eucalyptus marginata,Native,-33.37,116.32,420,11.91,Woody,south,mAA,insects
2280,Eucalyptus marginata,Native,-33.37,116.32,420,7.22,Woody,south,mAA,insects
2281,Eucalyptus megacarpa,Native,-33.37,116.32,420,0.15,Woody,south,mAA,insects
2282,Eucalyptus patens,Native,-33.37,116.32,420,3.97,Woody,south,mAA,insects
2283,Eucalyptus rudis,Native,-33.37,116.32,420,5.86,Woody,south,mAA,insects
2284,Eucalyptus wandoo,Native,-33.37,116.32,420,0.67,Woody,south,mAA,insects
2345,Eucalyptus marginata,Native,-34.24,116.15,433,11.47,Woody,south,mAA,insects
2346,Eucalyptus marginata,Native,-34.24,116.15,433,12,Woody,south,mAA,insects
2347,Eucalyptus marginata,Native,-34.24,116.15,433,15.28,Woody,south,mAA,insects
2348,Eucalyptus marginata,Native,-34.24,116.15,433,14.76,Woody,south,mAA,insects
2349,Eucalyptus marginata,Native,-34.24,116.15,433,9.71,Woody,south,mAA,insects
2350,Eucalyptus marginata,Native,-34.24,116.15,433,11.61,Woody,south,mAA,insects
855,Chamaecrista fasciculata,Native,38.78,-90.05,194,7.9,Nonwoody,north,mAB,insects
856,Chamaecrista fasciculata,Native,38.7,-90.33,195,2.83,Nonwoody,north,mAB,insects
875,Chamaecrista fasciculata,Native,37.96,-91.83,205,11.39,Nonwoody,north,mAB,insects
923,Quercus alba,Native,36.91,-84.35,230,20.3,Woody,north,mAC,insects
924,Quercus alba,Native,36.91,-84.35,230,9.74,Woody,north,mAC,insects
429,Artemisia campestris,Native,44.05,-79.48,120,1.003,Nonwoody,north,mAG,insects
430,Lactuca canadensis,Native,44.05,-79.48,120,13.396,Nonwoody,north,mAG,insects
432,Senecio pauperculus,Native,44.05,-79.48,120,4.492,Nonwoody,north,mAG,insects
435,Campanula rotundifolia,Native,44.05,-79.48,120,0.722,Nonwoody,north,mAG,insects
437,Lepidium densiflorum,Native,44.05,-79.48,120,32.27,Nonwoody,north,mAG,insects
439,Chenopodium simplex,Native,44.05,-79.48,120,7.54,Nonwoody,north,mAG,insects
440,Cerastium arvense,Native,44.05,-79.48,120,0.521,Nonwoody,north,mAG,insects
442,Silene antirrhina,Native,44.05,-79.48,120,0.321,Nonwoody,north,mAG,insects
444,Asclepias syriaca,Native,44.05,-79.48,120,2.968,Nonwoody,north,mAG,insects
446,Galium boreale,Native,44.05,-79.48,120,0.762,Nonwoody,north,mAG,insects
449,Plantago rugelii,Native,44.05,-79.48,120,6.016,Nonwoody,north,mAG,insects
451,Bromus kalmii,Native,44.05,-79.48,120,1.484,Nonwoody,north,mAG,insects
453,Elymus trachycaulus,Native,44.05,-79.48,120,2.045,Nonwoody,north,mAG,insects
454,Geum aleppicum,Native,44.05,-79.48,120,3.449,Nonwoody,north,mAG,insects
456,Potentilla arguta,Native,44.05,-79.48,120,1.805,Nonwoody,north,mAG,insects
459,Artemisia campestris,Native,44.05,-79.48,120,11.064,Nonwoody,north,mAH,insects
460,Lactuca canadensis,Native,44.05,-79.48,120,5.591,Nonwoody,north,mAH,insects
463,Campanula rotundifolia,Native,44.05,-79.48,120,0.449,Nonwoody,north,mAH,insects
465,Lepidium densiflorum,Native,44.05,-79.48,120,33.568,Nonwoody,north,mAH,insects
466,Cerastium arvense,Native,44.05,-79.48,120,0.152,Nonwoody,north,mAH,insects
468,Silene antirrhina,Native,44.05,-79.48,120,0.513,Nonwoody,north,mAH,insects
470,Asclepias syriaca,Native,44.05,-79.48,120,7.921,Nonwoody,north,mAH,insects
472,Galium boreale,Native,44.05,-79.48,120,0.255,Nonwoody,north,mAH,insects
475,Plantago rugelii,Native,44.05,-79.48,120,34.925,Nonwoody,north,mAH,insects
477,Bromus kalmii,Native,44.05,-79.48,120,0.256,Nonwoody,north,mAH,insects
479,Elymus trachycaulus,Native,44.05,-79.48,120,0.836,Nonwoody,north,mAH,insects
480,Geum aleppicum,Native,44.05,-79.48,120,20.641,Nonwoody,north,mAH,insects
482,Potentilla arguta,Native,44.05,-79.48,120,5.065,Nonwoody,north,mAH,insects
1379,Heliocarpus pallidus,Native,19.5,-105.05,331,9.6,Woody,north,mAI,insects
1380,Heliocarpus pallidus,Native,19.5,-105.05,331,25.5,Woody,north,mAI,insects
1381,Recchia mexicana,Native,19.5,-105.05,331,9.6,Woody,north,mAJ,insects
1382,Thevetia ovata,Native,19.5,-105.05,331,7.797,Woody,north,mAJ,insects
1383,Guettarda elliptica,Native,19.5,-105.05,331,12.6,Woody,north,mAJ,insects
1384,Guettarda elliptica,Native,19.5,-105.05,331,11.3,Woody,north,mAJ,insects
1385,Guettarda elliptica,Native,19.5,-105.05,331,13.198,Woody,north,mAJ,insects
1386,Randia spinosa,Native,19.5,-105.05,331,26.158,Woody,north,mAJ,insects
1387,Vitex hemsleyi,Native,19.5,-105.05,331,16.1,Woody,north,mAJ,insects
1388,Lippia graveolens,Native,19.5,-105.05,331,4.21,Woody,north,mAJ,insects
1389,Gyrocarpus jatrophifolius,Native,19.5,-105.05,331,73.678,Woody,north,mAJ,insects
1390,Croton alamosanus,Native,19.5,-105.05,331,12.837,Woody,north,mAJ,insects
1391,Croton pseudoniveus,Native,19.5,-105.05,331,11.791,Woody,north,mAJ,insects
1392,Croton suberosus,Native,19.5,-105.05,331,11.93,Woody,north,mAJ,insects
1393,Jatropha malacophylla,Native,19.5,-105.05,331,7.489,Woody,north,mAJ,insects
1394,Jatropha standleyi,Native,19.5,-105.05,331,13.561,Woody,north,mAJ,insects
1395,Erythroxylum mexicanum,Native,19.5,-105.05,331,8.002,Woody,north,mAJ,insects
1396,Ceiba aesculifolia,Native,19.5,-105.05,331,10.577,Woody,north,mAJ,insects
1397,Ceiba grandiflora,Native,19.5,-105.05,331,11.057,Woody,north,mAJ,insects
1398,Heliocarpus pallidus,Native,19.5,-105.05,331,9,Woody,north,mAJ,insects
1399,Heliocarpus pallidus,Native,19.5,-105.05,331,7.2,Woody,north,mAJ,insects
1400,Heliocarpus pallidus,Native,19.5,-105.05,331,9.241,Woody,north,mAJ,insects
1401,Brosimum alicastrum,Native,19.5,-105.05,331,12.75,Woody,north,mAJ,insects
1402,Ficus cotinifolia,Native,19.5,-105.05,331,12.5,Woody,north,mAJ,insects
1403,Maclura tinctoria,Native,19.5,-105.05,331,13.233,Woody,north,mAJ,insects
1404,Urera caracasana,Native,19.5,-105.05,331,11.2,Woody,north,mAJ,insects
1405,Bursera excelsa,Native,19.5,-105.05,331,12.161,Woody,north,mAJ,insects
1406,Bursera instabilis,Native,19.5,-105.05,331,12.45,Woody,north,mAJ,insects
1407,Paullinia cururu,Native,19.5,-105.05,331,15.3,Woody,north,mAJ,insects
1408,Paullinia sessiliflora,Native,19.5,-105.05,331,12.5,Woody,north,mAJ,insects
1409,Ipomoea wolcottiana,Native,19.5,-105.05,331,66.841,Woody,north,mAJ,insects
1410,Cordia alliodora,Native,19.5,-105.05,331,9.4,Woody,north,mAJ,insects
1411,Cordia alliodora,Native,19.5,-105.05,331,8.2,Woody,north,mAJ,insects
1412,Cordia alliodora,Native,19.5,-105.05,331,9.136,Woody,north,mAJ,insects
1413,Achatocarpus gracilis,Native,19.5,-105.05,331,17.1,Woody,north,mAJ,insects
1414,Achatocarpus gracilis,Native,19.5,-105.05,331,14,Woody,north,mAJ,insects
1415,Achatocarpus gracilis,Native,19.5,-105.05,331,17.444,Woody,north,mAJ,insects
1416,Guapira macrocarpa,Native,19.5,-105.05,331,14.923,Woody,north,mAJ,insects
1417,Coccoloba barbadensis,Native,19.5,-105.05,331,17.65,Woody,north,mAJ,insects
1418,Ruprechtia fusca,Native,19.5,-105.05,331,21.8,Woody,north,mAJ,insects
1419,Ruprechtia fusca,Native,19.5,-105.05,331,16.85,Woody,north,mAJ,insects
1420,Ruprechtia fusca,Native,19.5,-105.05,331,22.062,Woody,north,mAJ,insects
1421,Caesalpinia caladenia,Native,19.5,-105.05,331,36.031,Woody,north,mAJ,insects
1422,Cynometra oaxacana,Native,19.5,-105.05,331,19.2,Woody,north,mAJ,insects
1423,Lonchocarpus eriocarinalis,Native,19.5,-105.05,331,12.148,Woody,north,mAJ,insects
1424,Lonchocarpus spp.,Native,19.5,-105.05,331,11.271,Woody,north,mAJ,insects
1425,Prosopis spp.,Native,19.5,-105.05,331,13.9,Woody,north,mAJ,insects
2168,Aextoxicon punctatum,Native,-30.67,-71.5,392,6,Woody,south,mAL,multiple
2421,Aextoxicon punctatum,Native,-41.6,-73.9,460,8.9,Woody,south,mAL,multiple
1617,Piper cenocladum,Native,10.42,-84.08,344,22.7,Woody,north,mAM,insects
1618,Piper cenocladum,Native,10.42,-84.08,344,14.36,Woody,north,mAM,insects
1236,Avicennia germinans,Native,27.75,-82.57,320,0.499,Woody,north,mAP,crustaceans
1237,Rhizophora mangle,Native,27.75,-82.57,320,7.636,Woody,north,mAP,crustaceans
1238,Laguncularia racemosa,Native,27.75,-82.57,320,0.39,Woody,north,mAP,crustaceans
1241,Amaranthus hypochondriacus,Native,24.75,-101.32,322,9.8,Nonwoody,north,mAQ,insects
1955,Henriettella caudata,Native,-2.42,-59.83,368,7.98,Woody,south,mAS,insects
1956,Protium hebetatum,Native,-2.42,-59.83,368,0.852,Woody,south,mAS,insects
1892,Macaranga conifera,Native,3.19,101.58,361,5.293,Woody,north,mAT,insects
1893,Macaranga gigantea,Native,3.19,101.58,361,5.171,Woody,north,mAT,insects
1894,Macaranga hosei,Native,3.19,101.58,361,1.508,Woody,north,mAT,insects
1895,Macaranga hosei,Native,3.19,101.58,361,10.142,Woody,north,mAT,insects
1896,Macaranga hulletti,Native,3.19,101.58,361,1.524,Woody,north,mAT,insects
1897,Macaranga hulletti,Native,3.19,101.58,361,5.157,Woody,north,mAT,insects
1898,Macaranga hypoleuca,Native,3.19,101.58,361,1.591,Woody,north,mAT,insects
1899,Macaranga hypoleuca,Native,3.19,101.58,361,10.126,Woody,north,mAT,insects
1900,Macaranga tanarius,Native,3.19,101.58,361,5.183,Woody,north,mAT,insects
1901,Macaranga tribola,Native,3.19,101.58,361,5.398,Woody,north,mAT,insects
1902,Macaranga tribola,Native,3.19,101.58,361,15.11,Woody,north,mAT,insects
1903,Macaranga tribola,Native,3.19,101.58,361,8.6,Woody,north,mAT,insects
1904,Macaranga tribola,Native,3.19,101.58,361,19.6,Woody,north,mAT,insects
1143,Quercus prinus,Native,33.88,-83.36,306,12.619,Woody,north,mAU,insects
1144,Quercus prinus,Native,33.88,-83.36,306,15.515,Woody,north,mAU,insects
1145,Quercus rubra,Native,33.88,-83.36,306,19.444,Woody,north,mAU,insects
1146,Quercus rubra,Native,33.88,-83.36,306,22.868,Woody,north,mAU,insects
1266,Astelia menziesiana,Native,19.9,-155.58,327,1.43,Nonwoody,north,mAW,multiple
1267,Astelia menziesiana,Native,19.9,-155.58,327,1.05,Nonwoody,north,mAW,multiple
1280,Pseudognaphalium sandwicensium,Native,19.9,-155.58,327,0.82,Nonwoody,north,mAW,multiple
1284,Erythrina sandwicensis,Native,19.9,-155.58,327,14.12,Woody,north,mAW,multiple
1285,Erythrina sandwicensis,Native,19.9,-155.58,327,11.2,Woody,north,mAW,multiple
